j_peak_mA_cm2,duty_cycle,frequency_Hz,waveform,mechanism,j_avg_mA_cm2,grain_size_um,yield_strength_MPa,uts_MPa,current_efficiency_pct,carbon_wt_pct,energy_cost_USD_per_kg,ni_wt_pct,elongation_pct
100.0,1.0,1000.0,pe,intermediate_adsorption,100.0,3.5881,535.6,696.3,93.02,0.01,0.1032,88.01,13.2
100.0,1.0,1000.0,pe,mixed_metal_intermediate,100.0,3.5881,545.2,708.8,99.14,0.01,0.0968,97.16,13.3
100.0,1.0,1000.0,pre,hydroxide_suppression,100.0,2.7872,573.3,745.3,95.98,0.01,0.1,92.59,12.5
100.0,1.0,1000.0,pre,intermediate_adsorption,100.0,2.7872,567.9,738.2,93.02,0.01,0.1032,88.01,12.4
100.0,1.0,1000.0,pre,mixed_metal_intermediate,100.0,2.7872,578.2,751.6,99.14,0.01,0.0968,97.16,12.5
150.0,0.1,1.0,pe,hydroxide_suppression,15.0,3.0789,593.5,771.6,97.42,0.0,0.0985,99.0,12.1
150.0,0.1,1.0,pe,intermediate_adsorption,15.0,3.0789,592.8,770.7,97.02,0.0,0.0989,98.64,12.0
150.0,0.1,1.0,pe,mixed_metal_intermediate,15.0,3.0789,593.3,771.3,97.32,0.0,0.0986,98.97,12.0
150.0,0.1,1.0,pre,hydroxide_suppression,9.6,1.5483,714.3,928.6,97.32,0.0,0.0986,98.98,9.0
150.0,0.1,1.0,pre,intermediate_adsorption,9.6,1.5483,713.5,927.5,96.92,0.0,0.099,98.63,9.0
150.0,0.1,1.0,pre,mixed_metal_intermediate,9.6,1.5483,714.1,928.4,97.22,0.0,0.0987,98.94,9.0
150.0,0.1,10.0,pe,hydroxide_suppression,15.0,2.8326,595.3,773.9,98.4,0.0,0.0975,99.0,12.1
150.0,0.1,10.0,pe,intermediate_adsorption,15.0,2.8326,594.6,773.0,98.0,0.0,0.0979,98.64,12.1
150.0,0.1,10.0,pe,mixed_metal_intermediate,15.0,2.8326,595.1,773.6,98.3,0.0,0.0976,98.97,12.1
150.0,0.1,10.0,pre,hydroxide_suppression,9.6,1.4244,716.5,931.4,98.3,0.0,0.0976,98.98,9.0
150.0,0.1,10.0,pre,intermediate_adsorption,9.6,1.4244,715.7,930.4,97.9,0.0,0.098,98.63,9.0
150.0,0.1,10.0,pre,mixed_metal_intermediate,9.6,1.4244,716.3,931.1,98.2,0.0,0.0977,98.94,9.0
150.0,0.1,50.0,pe,hydroxide_suppression,15.0,2.6826,596.4,775.3,99.09,0.0,0.0969,99.0,12.1
150.0,0.1,50.0,pe,intermediate_adsorption,15.0,2.6826,595.8,774.5,98.68,0.0,0.0973,98.64,12.1
150.0,0.1,50.0,pe,mixed_metal_intermediate,15.0,2.6826,596.2,775.1,98.99,0.0,0.097,98.97,12.1
150.0,0.1,50.0,pre,hydroxide_suppression,9.6,1.349,717.8,933.2,98.99,0.0,0.097,98.98,9.0
150.0,0.1,50.0,pre,intermediate_adsorption,9.6,1.349,717.1,932.2,98.58,0.0,0.0974,98.63,9.0
150.0,0.1,50.0,pre,mixed_metal_intermediate,9.6,1.349,717.6,932.9,98.89,0.0,0.0971,98.94,9.0
150.0,0.1,100.0,pe,hydroxide_suppression,15.0,2.6228,596.8,775.8,99.38,0.0,0.0966,99.0,12.1
150.0,0.1,100.0,pe,intermediate_adsorption,15.0,2.6228,596.3,775.2,98.98,0.0,0.097,98.64,12.1
150.0,0.1,100.0,pe,mixed_metal_intermediate,15.0,2.6228,596.7,775.7,99.28,0.0,0.0967,98.97,12.1
150.0,0.1,100.0,pre,hydroxide_suppression,9.6,1.3189,718.3,933.9,99.28,0.0,0.0967,98.98,9.0
150.0,0.1,100.0,pre,intermediate_adsorption,9.6,1.3189,717.7,933.0,98.88,0.0,0.0971,98.63,9.0
150.0,0.1,100.0,pre,mixed_metal_intermediate,9.6,1.3189,718.2,933.6,99.18,0.0,0.0968,98.94,9.0
150.0,0.1,500.0,pe,hydroxide_suppression,15.0,2.4937,597.5,776.8,100.0,0.0,0.096,99.0,12.1
150.0,0.1,500.0,pe,intermediate_adsorption,15.0,2.4937,597.2,776.4,99.66,0.0,0.0963,98.64,12.1
150.0,0.1,500.0,pe,mixed_metal_intermediate,15.0,2.4937,597.5,776.8,99.97,0.0,0.096,98.97,12.1
150.0,0.1,500.0,pre,hydroxide_suppression,9.6,1.254,719.4,935.2,99.97,0.0,0.096,98.98,9.0
150.0,0.1,500.0,pre,intermediate_adsorption,9.6,1.254,718.9,934.5,99.56,0.0,0.0964,98.63,9.0
150.0,0.1,500.0,pre,mixed_metal_intermediate,9.6,1.254,719.3,935.0,99.87,0.0,0.0961,98.94,9.0
150.0,0.1,1000.0,pe,hydroxide_suppression,15.0,2.4419,597.5,776.8,100.0,0.0,0.096,99.0,12.1
150.0,0.1,1000.0,pe,intermediate_adsorption,15.0,2.4419,597.6,776.8,99.96,0.0,0.096,98.64,12.1
150.0,0.1,1000.0,pe,mixed_metal_intermediate,15.0,2.4419,597.5,776.8,100.0,0.0,0.096,98.97,12.1
150.0,0.1,1000.0,pre,hydroxide_suppression,9.6,1.228,719.4,935.2,100.0,0.0,0.096,98.98,9.0
150.0,0.1,1000.0,pre,intermediate_adsorption,9.6,1.228,719.3,935.1,99.86,0.0,0.0961,98.63,9.0
150.0,0.1,1000.0,pre,mixed_metal_intermediate,9.6,1.228,719.4,935.2,100.0,0.0,0.096,98.94,9.0
150.0,0.2,1.0,pe,hydroxide_suppression,30.0,3.126,591.8,769.4,97.52,0.01,0.0984,98.97,12.1
150.0,0.2,1.0,pe,intermediate_adsorption,30.0,3.126,591.2,768.5,97.12,0.01,0.0988,98.57,12.1
150.0,0.2,1.0,pe,mixed_metal_intermediate,30.0,3.126,591.8,769.4,97.52,0.01,0.0984,98.98,12.1
150.0,0.2,1.0,pre,hydroxide_suppression,25.2,1.7367,691.5,899.0,97.52,0.0,0.0984,99.03,9.6
150.0,0.2,1.0,pre,intermediate_adsorption,25.2,1.7367,690.7,898.0,97.12,0.0,0.0988,98.65,9.6
150.0,0.2,1.0,pre,mixed_metal_intermediate,25.2,1.7367,691.5,899.0,97.52,0.0,0.0984,99.0,9.6
150.0,0.2,10.0,pe,hydroxide_suppression,30.0,2.8759,593.6,771.6,98.5,0.01,0.0974,98.97,12.1
150.0,0.2,10.0,pe,intermediate_adsorption,30.0,2.8759,593.0,770.8,98.1,0.01,0.0978,98.57,12.1
150.0,0.2,10.0,pe,mixed_metal_intermediate,30.0,2.8759,593.6,771.6,98.5,0.01,0.0974,98.98,12.1
150.0,0.2,10.0,pre,hydroxide_suppression,25.2,1.5978,693.6,901.6,98.5,0.0,0.0974,99.03,9.6
150.0,0.2,10.0,pre,intermediate_adsorption,25.2,1.5978,692.8,900.7,98.1,0.0,0.0978,98.65,9.6
150.0,0.2,10.0,pre,mixed_metal_intermediate,25.2,1.5978,693.6,901.6,98.5,0.0,0.0974,99.0,9.6
150.0,0.2,50.0,pe,hydroxide_suppression,30.0,2.7236,594.7,773.1,99.19,0.01,0.0968,98.97,12.1
150.0,0.2,50.0,pe,intermediate_adsorption,30.0,2.7236,594.1,772.3,98.79,0.01,0.0972,98.57,12.1
150.0,0.2,50.0,pe,mixed_metal_intermediate,30.0,2.7236,594.7,773.1,99.19,0.01,0.0968,98.98,12.1
150.0,0.2,50.0,pre,hydroxide_suppression,25.2,1.5132,694.8,903.3,99.19,0.0,0.0968,99.03,9.6
150.0,0.2,50.0,pre,intermediate_adsorption,25.2,1.5132,694.2,902.4,98.79,0.0,0.0972,98.65,9.6
150.0,0.2,50.0,pre,mixed_metal_intermediate,25.2,1.5132,694.8,903.3,99.19,0.0,0.0968,99.0,9.6
150.0,0.2,100.0,pe,hydroxide_suppression,30.0,2.6629,595.1,773.6,99.48,0.01,0.0965,98.97,12.1
150.0,0.2,100.0,pe,intermediate_adsorption,30.0,2.6629,594.6,772.9,99.08,0.01,0.0969,98.57,12.1
150.0,0.2,100.0,pe,mixed_metal_intermediate,30.0,2.6629,595.1,773.6,99.48,0.01,0.0965,98.98,12.1
150.0,0.2,100.0,pre,hydroxide_suppression,25.2,1.4794,695.3,903.9,99.48,0.0,0.0965,99.03,9.6
150.0,0.2,100.0,pre,intermediate_adsorption,25.2,1.4794,694.7,903.1,99.08,0.0,0.0969,98.65,9.6
150.0,0.2,100.0,pre,mixed_metal_intermediate,25.2,1.4794,695.3,903.9,99.48,0.0,0.0965,99.0,9.6
150.0,0.2,500.0,pe,hydroxide_suppression,30.0,2.5318,595.7,774.4,100.0,0.01,0.096,98.97,12.1
150.0,0.2,500.0,pe,intermediate_adsorption,30.0,2.5318,595.5,774.2,99.77,0.01,0.0962,98.57,12.1
150.0,0.2,500.0,pe,mixed_metal_intermediate,30.0,2.5318,595.7,774.4,100.0,0.01,0.096,98.98,12.1
150.0,0.2,500.0,pre,hydroxide_suppression,25.2,1.4066,696.0,904.8,100.0,0.0,0.096,99.03,9.6
150.0,0.2,500.0,pre,intermediate_adsorption,25.2,1.4066,695.8,904.5,99.77,0.0,0.0962,98.65,9.6
150.0,0.2,500.0,pre,mixed_metal_intermediate,25.2,1.4066,696.0,904.8,100.0,0.0,0.096,99.0,9.6
150.0,0.2,1000.0,pe,hydroxide_suppression,30.0,2.4793,595.7,774.4,100.0,0.01,0.096,98.97,12.1
150.0,0.2,1000.0,pe,intermediate_adsorption,30.0,2.4793,595.7,774.4,100.0,0.01,0.096,98.57,12.1
150.0,0.2,1000.0,pe,mixed_metal_intermediate,30.0,2.4793,595.7,774.4,100.0,0.01,0.096,98.98,12.1
150.0,0.2,1000.0,pre,hydroxide_suppression,25.2,1.3774,696.0,904.8,100.0,0.0,0.096,99.03,9.6
150.0,0.2,1000.0,pre,intermediate_adsorption,25.2,1.3774,696.1,904.9,100.0,0.0,0.096,98.65,9.6
150.0,0.2,1000.0,pre,mixed_metal_intermediate,25.2,1.3774,696.0,904.8,100.0,0.0,0.096,99.0,9.6
150.0,0.3,1.0,pe,hydroxide_suppression,45.0,3.2122,587.7,764.1,97.42,0.01,0.0985,98.78,12.2
150.0,0.3,1.0,pe,intermediate_adsorption,45.0,3.2122,587.1,763.2,97.02,0.01,0.0989,98.34,12.2
150.0,0.3,1.0,pe,mixed_metal_intermediate,45.0,3.2122,587.9,764.3,97.52,0.01,0.0984,98.9,12.2
150.0,0.3,1.0,pre,hydroxide_suppression,40.8,1.9133,673.3,875.4,97.52,0.01,0.0984,98.94,10.0
150.0,0.3,1.0,pre,intermediate_adsorption,40.8,1.9133,672.6,874.4,97.12,0.01,0.0988,98.48,10.0
150.0,0.3,1.0,pre,mixed_metal_intermediate,40.8,1.9133,673.3,875.3,97.52,0.01,0.0984,98.96,10.0
150.0,0.3,10.0,pe,hydroxide_suppression,45.0,2.9552,589.5,766.3,98.4,0.01,0.0975,98.78,12.2
150.0,0.3,10.0,pe,intermediate_adsorption,45.0,2.9552,588.9,765.5,98.0,0.01,0.0979,98.34,12.2
150.0,0.3,10.0,pe,mixed_metal_intermediate,45.0,2.9552,589.6,766.5,98.5,0.01,0.0974,98.9,12.2
150.0,0.3,10.0,pre,hydroxide_suppression,40.8,1.7603,675.3,877.9,98.5,0.01,0.0974,98.94,10.0
150.0,0.3,10.0,pre,intermediate_adsorption,40.8,1.7603,674.6,877.0,98.1,0.01,0.0978,98.48,10.0
150.0,0.3,10.0,pre,mixed_metal_intermediate,40.8,1.7603,675.3,877.9,98.5,0.01,0.0974,98.96,10.0
150.0,0.3,50.0,pe,hydroxide_suppression,45.0,2.7987,590.6,767.7,99.09,0.01,0.0969,98.78,12.2
150.0,0.3,50.0,pe,intermediate_adsorption,45.0,2.7987,590.0,767.0,98.68,0.01,0.0973,98.34,12.2
150.0,0.3,50.0,pe,mixed_metal_intermediate,45.0,2.7987,590.7,767.9,99.19,0.01,0.0968,98.9,12.2
150.0,0.3,50.0,pre,hydroxide_suppression,40.8,1.667,676.6,879.5,99.19,0.01,0.0968,98.94,10.0
150.0,0.3,50.0,pre,intermediate_adsorption,40.8,1.667,675.9,878.7,98.79,0.01,0.0972,98.48,10.0
150.0,0.3,50.0,pre,mixed_metal_intermediate,40.8,1.667,676.5,879.5,99.19,0.01,0.0968,98.96,10.0
150.0,0.3,100.0,pe,hydroxide_suppression,45.0,2.7363,591.0,768.3,99.38,0.01,0.0966,98.78,12.2
150.0,0.3,100.0,pe,intermediate_adsorption,45.0,2.7363,590.5,767.6,98.98,0.01,0.097,98.34,12.2
150.0,0.3,100.0,pe,mixed_metal_intermediate,45.0,2.7363,591.1,768.4,99.48,0.01,0.0965,98.9,12.2
150.0,0.3,100.0,pre,hydroxide_suppression,40.8,1.6299,677.0,880.1,99.48,0.01,0.0965,98.94,10.0
150.0,0.3,100.0,pre,intermediate_adsorption,40.8,1.6299,676.4,879.4,99.08,0.01,0.0969,98.48,10.0
150.0,0.3,100.0,pre,mixed_metal_intermediate,40.8,1.6299,677.0,880.1,99.48,0.01,0.0965,98.96,10.0
150.0,0.3,500.0,pe,hydroxide_suppression,45.0,2.6016,591.7,769.2,100.0,0.01,0.096,98.78,12.2
150.0,0.3,500.0,pe,intermediate_adsorption,45.0,2.6016,591.4,768.9,99.66,0.01,0.0963,98.34,12.2
150.0,0.3,500.0,pe,mixed_metal_intermediate,45.0,2.6016,591.7,769.2,100.0,0.01,0.096,98.9,12.2
150.0,0.3,500.0,pre,hydroxide_suppression,40.8,1.5496,677.7,881.0,100.0,0.01,0.096,98.94,10.0
150.0,0.3,500.0,pre,intermediate_adsorption,40.8,1.5496,677.5,880.8,99.77,0.01,0.0962,98.48,10.0
150.0,0.3,500.0,pre,mixed_metal_intermediate,40.8,1.5496,677.7,881.0,100.0,0.01,0.096,98.96,10.0
150.0,0.3,1000.0,pe,hydroxide_suppression,45.0,2.5476,591.7,769.2,100.0,0.01,0.096,98.78,12.2
150.0,0.3,1000.0,pe,intermediate_adsorption,45.0,2.5476,591.8,769.3,99.96,0.01,0.096,98.34,12.2
150.0,0.3,1000.0,pe,mixed_metal_intermediate,45.0,2.5476,591.7,769.2,100.0,0.01,0.096,98.9,12.2
150.0,0.3,1000.0,pre,hydroxide_suppression,40.8,1.5175,677.7,881.0,100.0,0.01,0.096,98.94,10.0
150.0,0.3,1000.0,pre,intermediate_adsorption,40.8,1.5175,677.8,881.1,100.0,0.01,0.096,98.48,10.0
150.0,0.3,1000.0,pre,mixed_metal_intermediate,40.8,1.5175,677.7,881.0,100.0,0.01,0.096,98.96,10.0
150.0,0.5,1.0,pe,hydroxide_suppression,75.0,3.4215,576.1,748.9,95.83,0.01,0.1002,96.72,12.4
150.0,0.5,1.0,pe,intermediate_adsorption,75.0,3.4215,576.3,749.1,95.93,0.01,0.1001,96.81,12.4
150.0,0.5,1.0,pe,mixed_metal_intermediate,75.0,3.4215,578.4,752.0,97.22,0.01,0.0987,98.51,12.4
150.0,0.5,1.0,pre,hydroxide_suppression,72.0,2.2584,642.5,835.2,96.92,0.01,0.099,98.18,10.8
150.0,0.5,1.0,pre,intermediate_adsorption,72.0,2.2584,641.1,833.5,96.23,0.01,0.0997,97.31,10.8
150.0,0.5,1.0,pre,mixed_metal_intermediate,72.0,2.2584,643.2,836.2,97.32,0.01,0.0986,98.62,10.8
150.0,0.5,10.0,pe,hydroxide_suppression,75.0,3.1478,578.0,751.3,96.8,0.01,0.0992,96.72,12.4
150.0,0.5,10.0,pe,intermediate_adsorption,75.0,3.1478,578.1,751.6,96.9,0.01,0.0991,96.81,12.4
150.0,0.5,10.0,pe,mixed_metal_intermediate,75.0,3.1478,580.2,754.2,98.2,0.01,0.0977,98.51,12.4
150.0,0.5,10.0,pre,hydroxide_suppression,72.0,2.0777,644.4,837.8,97.9,0.01,0.098,98.18,10.8
150.0,0.5,10.0,pre,intermediate_adsorption,72.0,2.0777,643.2,836.1,97.2,0.01,0.0988,97.31,10.8
150.0,0.5,10.0,pre,mixed_metal_intermediate,72.0,2.0777,645.1,838.7,98.3,0.01,0.0976,98.62,10.8
150.0,0.5,50.0,pe,hydroxide_suppression,75.0,2.9811,579.2,753.0,97.48,0.01,0.0985,96.72,12.4
150.0,0.5,50.0,pe,intermediate_adsorption,75.0,2.9811,579.4,753.2,97.58,0.01,0.0984,96.81,12.4
150.0,0.5,50.0,pe,mixed_metal_intermediate,75.0,2.9811,581.3,755.7,98.89,0.01,0.0971,98.51,12.4
150.0,0.5,50.0,pre,hydroxide_suppression,72.0,1.9677,645.7,839.4,98.58,0.01,0.0974,98.18,10.8
150.0,0.5,50.0,pre,intermediate_adsorption,72.0,1.9677,644.5,837.9,97.88,0.01,0.0981,97.31,10.8
150.0,0.5,50.0,pre,mixed_metal_intermediate,72.0,1.9677,646.3,840.2,98.99,0.01,0.097,98.62,10.8
150.0,0.5,100.0,pe,hydroxide_suppression,75.0,2.9146,579.7,753.6,97.77,0.01,0.0982,96.72,12.4
150.0,0.5,100.0,pe,intermediate_adsorption,75.0,2.9146,579.9,753.9,97.87,0.01,0.0981,96.81,12.4
150.0,0.5,100.0,pe,mixed_metal_intermediate,75.0,2.9146,581.7,756.3,99.18,0.01,0.0968,98.51,12.4
150.0,0.5,100.0,pre,hydroxide_suppression,72.0,1.9238,646.2,840.1,98.88,0.01,0.0971,98.18,10.8
150.0,0.5,100.0,pre,intermediate_adsorption,72.0,1.9238,645.1,838.6,98.17,0.01,0.0978,97.31,10.8
150.0,0.5,100.0,pre,mixed_metal_intermediate,72.0,1.9238,646.8,840.9,99.28,0.01,0.0967,98.62,10.8
150.0,0.5,500.0,pe,hydroxide_suppression,75.0,2.7711,580.9,755.1,98.44,0.01,0.0975,96.72,12.4
150.0,0.5,500.0,pe,intermediate_adsorption,75.0,2.7711,581.0,755.3,98.55,0.01,0.0974,96.81,12.4
150.0,0.5,500.0,pe,mixed_metal_intermediate,75.0,2.7711,582.6,757.4,99.87,0.01,0.0961,98.51,12.4
150.0,0.5,500.0,pre,hydroxide_suppression,72.0,1.8291,647.3,841.5,99.56,0.01,0.0964,98.18,10.8
150.0,0.5,500.0,pre,intermediate_adsorption,72.0,1.8291,646.3,840.2,98.85,0.01,0.0971,97.31,10.8
150.0,0.5,500.0,pre,mixed_metal_intermediate,72.0,1.8291,647.7,842.1,99.97,0.01,0.096,98.62,10.8
150.0,0.5,1000.0,pe,hydroxide_suppression,75.0,2.7136,581.4,755.8,98.74,0.01,0.0972,96.72,12.4
150.0,0.5,1000.0,pe,intermediate_adsorption,75.0,2.7136,581.5,755.9,98.84,0.01,0.0971,96.81,12.4
150.0,0.5,1000.0,pe,mixed_metal_intermediate,75.0,2.7136,582.7,757.5,100.0,0.01,0.096,98.51,12.4
150.0,0.5,1000.0,pre,hydroxide_suppression,72.0,1.7912,647.7,842.0,99.86,0.01,0.0961,98.18,10.8
150.0,0.5,1000.0,pre,intermediate_adsorption,72.0,1.7912,646.8,840.9,99.14,0.01,0.0968,97.31,10.8
150.0,0.5,1000.0,pre,mixed_metal_intermediate,72.0,1.7912,647.8,842.1,100.0,0.01,0.096,98.62,10.8
150.0,0.7,1.0,pe,hydroxide_suppression,105.0,3.6499,544.3,707.6,84.64,0.01,0.1134,78.02,12.4
150.0,0.7,1.0,pe,intermediate_adsorption,105.0,3.6499,556.2,723.1,90.09,0.01,0.1065,87.67,12.5
150.0,0.7,1.0,pe,mixed_metal_intermediate,105.0,3.6499,567.9,738.3,96.23,0.01,0.0997,97.11,12.6
150.0,0.7,1.0,pre,hydroxide_suppression,103.2,2.6003,609.6,792.4,92.17,0.01,0.1041,91.04,11.3
150.0,0.7,1.0,pre,intermediate_adsorption,103.2,2.6003,607.2,789.3,91.08,0.01,0.1054,89.22,11.3
150.0,0.7,1.0,pre,mixed_metal_intermediate,103.2,2.6003,618.2,803.6,96.43,0.01,0.0995,97.4,11.4
150.0,0.7,10.0,pe,hydroxide_suppression,105.0,3.3579,546.4,710.4,85.5,0.01,0.1123,78.02,12.4
150.0,0.7,10.0,pe,intermediate_adsorption,105.0,3.3579,558.3,725.8,91.0,0.01,0.1055,87.67,12.5
150.0,0.7,10.0,pe,mixed_metal_intermediate,105.0,3.3579,569.7,740.7,97.2,0.01,0.0988,97.11,12.6
150.0,0.7,10.0,pre,hydroxide_suppression,103.2,2.3923,611.8,795.3,93.1,0.01,0.1031,91.04,11.3
150.0,0.7,10.0,pre,intermediate_adsorption,103.2,2.3923,609.4,792.3,92.0,0.01,0.1043,89.22,11.3
150.0,0.7,10.0,pre,mixed_metal_intermediate,103.2,2.3923,620.1,806.2,97.4,0.01,0.0985,97.4,11.4
150.0,0.7,50.0,pe,hydroxide_suppression,105.0,3.1801,547.9,712.3,86.1,0.01,0.1115,78.02,12.4
150.0,0.7,50.0,pe,intermediate_adsorption,105.0,3.1801,559.7,727.7,91.64,0.01,0.1047,87.67,12.5
150.0,0.7,50.0,pe,mixed_metal_intermediate,105.0,3.1801,570.9,742.2,97.88,0.01,0.0981,97.11,12.6
150.0,0.7,50.0,pre,hydroxide_suppression,103.2,2.2656,613.3,797.3,93.75,0.01,0.1024,91.04,11.3
150.0,0.7,50.0,pre,intermediate_adsorption,103.2,2.2656,611.0,794.3,92.64,0.01,0.1036,89.22,11.3
150.0,0.7,50.0,pre,mixed_metal_intermediate,103.2,2.2656,621.4,807.8,98.08,0.01,0.0979,97.4,11.4
150.0,0.7,100.0,pe,hydroxide_suppression,105.0,3.1092,548.6,713.1,86.36,0.01,0.1112,78.02,12.4
150.0,0.7,100.0,pe,intermediate_adsorption,105.0,3.1092,560.4,728.5,91.91,0.01,0.1044,87.67,12.5
150.0,0.7,100.0,pe,mixed_metal_intermediate,105.0,3.1092,571.4,742.9,98.17,0.01,0.0978,97.11,12.6
150.0,0.7,100.0,pre,hydroxide_suppression,103.2,2.2151,613.9,798.1,94.03,0.01,0.1021,91.04,11.3
150.0,0.7,100.0,pre,intermediate_adsorption,103.2,2.2151,611.6,795.1,92.92,0.01,0.1033,89.22,11.3
150.0,0.7,100.0,pre,mixed_metal_intermediate,103.2,2.2151,621.9,808.5,98.37,0.01,0.0976,97.4,11.4
150.0,0.7,500.0,pe,hydroxide_suppression,105.0,2.9561,550.0,715.0,86.95,0.01,0.1104,78.02,12.5
150.0,0.7,500.0,pe,intermediate_adsorption,105.0,2.9561,561.8,730.3,92.55,0.01,0.1037,87.67,12.5
150.0,0.7,500.0,pe,mixed_metal_intermediate,105.0,2.9561,572.5,744.3,98.85,0.01,0.0971,97.11,12.6
150.0,0.7,500.0,pre,hydroxide_suppression,103.2,2.106,615.4,800.0,94.68,0.01,0.1014,91.04,11.3
150.0,0.7,500.0,pre,intermediate_adsorption,103.2,2.106,613.1,797.1,93.56,0.01,0.1026,89.22,11.3
150.0,0.7,500.0,pre,mixed_metal_intermediate,103.2,2.106,623.1,810.0,99.05,0.01,0.0969,97.4,11.4
150.0,0.7,1000.0,pe,hydroxide_suppression,105.0,2.8947,550.6,715.8,87.21,0.01,0.1101,78.02,12.5
150.0,0.7,1000.0,pe,intermediate_adsorption,105.0,2.8947,562.4,731.1,92.82,0.01,0.1034,87.67,12.5
150.0,0.7,1000.0,pe,mixed_metal_intermediate,105.0,2.8947,573.0,744.9,99.14,0.01,0.0968,97.11,12.6
150.0,0.7,1000.0,pre,hydroxide_suppression,103.2,2.0623,616.0,800.9,94.96,0.01,0.1011,91.04,11.3
150.0,0.7,1000.0,pre,intermediate_adsorption,103.2,2.0623,613.8,797.9,93.84,0.01,0.1023,89.22,11.3
150.0,0.7,1000.0,pre,mixed_metal_intermediate,103.2,2.0623,623.5,810.6,99.35,0.01,0.0966,97.4,11.4
150.0,1.0,1.0,pe,hydroxide_suppression,150.0,4.006,502.3,652.9,72.47,0.01,0.1325,56.76,12.5
150.0,1.0,1.0,pe,intermediate_adsorption,150.0,4.006,520.2,676.3,79.4,0.01,0.1209,69.34,12.6
150.0,1.0,1.0,pe,mixed_metal_intermediate,150.0,4.006,540.8,703.0,88.41,0.01,0.1086,84.81,12.8
150.0,1.0,1.0,pre,hydroxide_suppression,150.0,3.1118,533.4,693.4,72.47,0.01,0.1325,56.76,11.7
150.0,1.0,1.0,pre,intermediate_adsorption,150.0,3.1118,552.5,718.2,79.4,0.01,0.1209,69.34,11.8
150.0,1.0,1.0,pre,mixed_metal_intermediate,150.0,3.1118,574.4,746.7,88.41,0.01,0.1086,84.81,11.9
150.0,1.0,10.0,pe,hydroxide_suppression,150.0,3.6855,504.2,655.5,73.2,0.01,0.1311,56.76,12.5
150.0,1.0,10.0,pe,intermediate_adsorption,150.0,3.6855,522.3,679.0,80.2,0.01,0.1197,69.34,12.6
150.0,1.0,10.0,pe,mixed_metal_intermediate,150.0,3.6855,542.8,705.7,89.3,0.01,0.1075,84.81,12.8
150.0,1.0,10.0,pre,hydroxide_suppression,150.0,2.8629,535.5,696.1,73.2,0.01,0.1311,56.76,11.7
150.0,1.0,10.0,pre,intermediate_adsorption,150.0,2.8629,554.7,721.1,80.2,0.01,0.1197,69.34,11.8
150.0,1.0,10.0,pre,mixed_metal_intermediate,150.0,2.8629,576.6,749.6,89.3,0.01,0.1075,84.81,12.0
150.0,1.0,50.0,pe,hydroxide_suppression,150.0,3.4903,505.6,657.3,73.71,0.01,0.1302,56.76,12.5
150.0,1.0,50.0,pe,intermediate_adsorption,150.0,3.4903,523.7,680.8,80.76,0.01,0.1189,69.34,12.6
150.0,1.0,50.0,pe,mixed_metal_intermediate,150.0,3.4903,544.2,707.5,89.92,0.01,0.1067,84.81,12.8
150.0,1.0,50.0,pre,hydroxide_suppression,150.0,2.7113,536.9,698.0,73.71,0.01,0.1302,56.76,11.8
150.0,1.0,50.0,pre,intermediate_adsorption,150.0,2.7113,556.2,723.0,80.76,0.01,0.1189,69.34,11.8
150.0,1.0,50.0,pre,mixed_metal_intermediate,150.0,2.7113,578.1,751.5,89.92,0.01,0.1067,84.81,12.0
150.0,1.0,100.0,pe,hydroxide_suppression,150.0,3.4125,506.2,658.0,73.93,0.01,0.1298,56.76,12.5
150.0,1.0,100.0,pe,intermediate_adsorption,150.0,3.4125,524.3,681.6,81.0,0.01,0.1185,69.34,12.7
150.0,1.0,100.0,pe,mixed_metal_intermediate,150.0,3.4125,544.9,708.3,90.19,0.01,0.1064,84.81,12.8
150.0,1.0,100.0,pre,hydroxide_suppression,150.0,2.6508,537.6,698.8,73.93,0.01,0.1298,56.76,11.8
150.0,1.0,100.0,pre,intermediate_adsorption,150.0,2.6508,556.8,723.9,81.0,0.01,0.1185,69.34,11.8
150.0,1.0,100.0,pre,mixed_metal_intermediate,150.0,2.6508,578.8,752.4,90.19,0.01,0.1064,84.81,12.0
150.0,1.0,500.0,pe,hydroxide_suppression,150.0,3.2445,507.5,659.8,74.44,0.01,0.1289,56.76,12.5
150.0,1.0,500.0,pe,intermediate_adsorption,150.0,3.2445,525.7,683.5,81.56,0.01,0.1177,69.34,12.7
150.0,1.0,500.0,pe,mixed_metal_intermediate,150.0,3.2445,546.3,710.1,90.82,0.01,0.1057,84.81,12.8
150.0,1.0,500.0,pre,hydroxide_suppression,150.0,2.5203,539.0,700.7,74.44,0.01,0.1289,56.76,11.8
150.0,1.0,500.0,pre,intermediate_adsorption,150.0,2.5203,558.3,725.9,81.56,0.01,0.1177,69.34,11.8
150.0,1.0,500.0,pre,mixed_metal_intermediate,150.0,2.5203,580.2,754.3,90.82,0.01,0.1057,84.81,12.0
150.0,1.0,1000.0,pe,hydroxide_suppression,150.0,3.1772,508.1,660.6,74.66,0.01,0.1286,56.76,12.5
150.0,1.0,1000.0,pe,intermediate_adsorption,150.0,3.1772,526.3,684.3,81.8,0.01,0.1173,69.34,12.7
150.0,1.0,1000.0,pe,mixed_metal_intermediate,150.0,3.1772,546.9,710.9,91.09,0.01,0.1054,84.81,12.8
